#ndep: 2897
#depth (km)   Rho_arithmetic (g/cm^3)   Rho_geometric (g/cm^3)
  2557.0           5.3980E+00              5.3980E+00
  2558.0           5.3985E+00              5.3985E+00
  2559.0           5.3990E+00              5.3990E+00
  2560.0           5.3995E+00              5.3995E+00
  2561.0           5.4000E+00              5.4000E+00
  2562.0           5.4005E+00              5.4005E+00
  2563.0           5.4009E+00              5.4009E+00
  2564.0           5.4014E+00              5.4014E+00
  2565.0           5.4019E+00              5.4019E+00
  2566.0           5.4024E+00              5.4024E+00
  2567.0           5.4029E+00              5.4029E+00
  2568.0           5.4034E+00              5.4034E+00
  2569.0           5.4039E+00              5.4039E+00
  2570.0           5.4044E+00              5.4044E+00
  2571.0           5.4049E+00              5.4048E+00
  2572.0           5.4053E+00              5.4053E+00
  2573.0           5.4058E+00              5.4058E+00
  2574.0           5.4063E+00              5.4063E+00
  2575.0           5.4068E+00              5.4068E+00
  2576.0           5.4073E+00              5.4073E+00
  2577.0           5.4078E+00              5.4078E+00
  2578.0           5.4083E+00              5.4083E+00
  2579.0           5.4088E+00              5.4088E+00
  2580.0           5.4092E+00              5.4092E+00
  2581.0           5.4097E+00              5.4097E+00
  2582.0           5.4102E+00              5.4102E+00
  2583.0           5.4107E+00              5.4107E+00
  2584.0           5.4112E+00              5.4112E+00
  2585.0           5.4117E+00              5.4117E+00
  2586.0           5.4122E+00              5.4122E+00
  2587.0           5.4127E+00              5.4127E+00
  2588.0           5.4131E+00              5.4131E+00
  2589.0           5.4136E+00              5.4136E+00
  2590.0           5.4141E+00              5.4141E+00
  2591.0           5.4146E+00              5.4146E+00
  2592.0           5.4151E+00              5.4151E+00
  2593.0           5.4156E+00              5.4156E+00
  2594.0           5.4161E+00              5.4161E+00
  2595.0           5.4166E+00              5.4166E+00
  2596.0           5.4171E+00              5.4170E+00
  2597.0           5.4175E+00              5.4175E+00
  2598.0           5.4180E+00              5.4180E+00
  2599.0           5.4185E+00              5.4185E+00
  2600.0           5.4190E+00              5.4190E+00
  2601.0           5.4195E+00              5.4195E+00
  2602.0           5.4200E+00              5.4200E+00
  2603.0           5.4205E+00              5.4205E+00
  2604.0           5.4210E+00              5.4210E+00
  2605.0           5.4214E+00              5.4214E+00
  2606.0           5.4219E+00              5.4219E+00
  2607.0           5.4224E+00              5.4224E+00
  2608.0           5.4229E+00              5.4229E+00
  2609.0           5.4234E+00              5.4234E+00
  2610.0           5.4239E+00              5.4239E+00
  2611.0           5.4244E+00              5.4244E+00
  2612.0           5.4249E+00              5.4249E+00
  2613.0           5.4254E+00              5.4254E+00
  2614.0           5.4259E+00              5.4259E+00
  2615.0           5.4263E+00              5.4263E+00
  2616.0           5.4268E+00              5.4268E+00
  2617.0           5.4273E+00              5.4273E+00
  2618.0           5.4278E+00              5.4278E+00
  2619.0           5.4283E+00              5.4283E+00
  2620.0           5.4288E+00              5.4288E+00
  2621.0           5.4293E+00              5.4293E+00
  2622.0           5.4298E+00              5.4298E+00
  2623.0           5.4303E+00              5.4303E+00
  2624.0           5.4308E+00              5.4308E+00
  2625.0           5.4313E+00              5.4313E+00
  2626.0           5.4318E+00              5.4318E+00
  2627.0           5.4323E+00              5.4322E+00
  2628.0           5.4327E+00              5.4327E+00
  2629.0           5.4332E+00              5.4332E+00
  2630.0           5.4337E+00              5.4337E+00
  2631.0           5.4342E+00              5.4342E+00
  2632.0           5.4347E+00              5.4347E+00
  2633.0           5.4352E+00              5.4352E+00
  2634.0           5.4357E+00              5.4357E+00
  2635.0           5.4362E+00              5.4362E+00
  2636.0           5.4367E+00              5.4367E+00
  2637.0           5.4372E+00              5.4372E+00
  2638.0           5.4377E+00              5.4377E+00
  2639.0           5.4382E+00              5.4382E+00
  2640.0           5.4387E+00              5.4387E+00
  2641.0           5.4392E+00              5.4392E+00
  2642.0           5.4397E+00              5.4397E+00
  2643.0           5.4402E+00              5.4402E+00
  2644.0           5.4407E+00              5.4407E+00
  2645.0           5.4412E+00              5.4412E+00
  2646.0           5.4417E+00              5.4417E+00
  2647.0           5.4422E+00              5.4422E+00
  2648.0           5.4427E+00              5.4427E+00
  2649.0           5.4432E+00              5.4432E+00
  2650.0           5.4437E+00              5.4437E+00
  2651.0           5.4442E+00              5.4442E+00
  2652.0           5.4447E+00              5.4447E+00
  2653.0           5.4452E+00              5.4452E+00
  2654.0           5.4457E+00              5.4457E+00
  2655.0           5.4462E+00              5.4462E+00
  2656.0           5.4467E+00              5.4467E+00
  2657.0           5.4472E+00              5.4472E+00
  2658.0           5.4477E+00              5.4477E+00
  2659.0           5.4482E+00              5.4482E+00
  2660.0           5.4487E+00              5.4487E+00
  2661.0           5.4492E+00              5.4492E+00
  2662.0           5.4497E+00              5.4497E+00
  2663.0           5.4502E+00              5.4502E+00
  2664.0           5.4507E+00              5.4507E+00
  2665.0           5.4512E+00              5.4512E+00
  2666.0           5.4517E+00              5.4517E+00
  2667.0           5.4522E+00              5.4522E+00
  2668.0           5.4527E+00              5.4527E+00
  2669.0           5.4532E+00              5.4532E+00
  2670.0           5.4537E+00              5.4537E+00
  2671.0           5.4542E+00              5.4542E+00
  2672.0           5.4548E+00              5.4548E+00
  2673.0           5.4553E+00              5.4553E+00
  2674.0           5.4558E+00              5.4558E+00
  2675.0           5.4563E+00              5.4563E+00
  2676.0           5.4568E+00              5.4568E+00
  2677.0           5.4573E+00              5.4573E+00
  2678.0           5.4578E+00              5.4578E+00
  2679.0           5.4583E+00              5.4583E+00
  2680.0           5.4588E+00              5.4588E+00
  2681.0           5.4594E+00              5.4593E+00
  2682.0           5.4599E+00              5.4599E+00
  2683.0           5.4604E+00              5.4604E+00
  2684.0           5.4609E+00              5.4609E+00
  2685.0           5.4614E+00              5.4614E+00
  2686.0           5.4619E+00              5.4619E+00
  2687.0           5.4624E+00              5.4624E+00
  2688.0           5.4630E+00              5.4630E+00
  2689.0           5.4635E+00              5.4635E+00
  2690.0           5.4640E+00              5.4640E+00
  2691.0           5.4645E+00              5.4645E+00
  2692.0           5.4650E+00              5.4650E+00
  2693.0           5.4656E+00              5.4655E+00
  2694.0           5.4661E+00              5.4661E+00
  2695.0           5.4666E+00              5.4666E+00
  2696.0           5.4671E+00              5.4671E+00
  2697.0           5.4676E+00              5.4676E+00
  2698.0           5.4681E+00              5.4681E+00
  2699.0           5.4687E+00              5.4687E+00
  2700.0           5.4692E+00              5.4692E+00
  2701.0           5.4697E+00              5.4697E+00
  2702.0           5.4702E+00              5.4702E+00
  2703.0           5.4708E+00              5.4708E+00
  2704.0           5.4713E+00              5.4713E+00
  2705.0           5.4718E+00              5.4718E+00
  2706.0           5.4723E+00              5.4723E+00
  2707.0           5.4729E+00              5.4729E+00
  2708.0           5.4734E+00              5.4734E+00
  2709.0           5.4739E+00              5.4739E+00
  2710.0           5.4744E+00              5.4744E+00
  2711.0           5.4749E+00              5.4749E+00
  2712.0           5.4755E+00              5.4755E+00
  2713.0           5.4760E+00              5.4760E+00
  2714.0           5.4765E+00              5.4765E+00
  2715.0           5.4771E+00              5.4770E+00
  2716.0           5.4776E+00              5.4776E+00
  2717.0           5.4781E+00              5.4781E+00
  2718.0           5.4786E+00              5.4786E+00
  2719.0           5.4792E+00              5.4791E+00
  2720.0           5.4797E+00              5.4797E+00
  2721.0           5.4802E+00              5.4802E+00
  2722.0           5.4807E+00              5.4807E+00
  2723.0           5.4813E+00              5.4813E+00
  2724.0           5.4818E+00              5.4818E+00
  2725.0           5.4823E+00              5.4823E+00
  2726.0           5.4828E+00              5.4828E+00
  2727.0           5.4834E+00              5.4834E+00
  2728.0           5.4839E+00              5.4839E+00
  2729.0           5.4844E+00              5.4844E+00
  2730.0           5.4850E+00              5.4849E+00
  2731.0           5.4855E+00              5.4855E+00
  2732.0           5.4860E+00              5.4860E+00
  2733.0           5.4865E+00              5.4865E+00
  2734.0           5.4871E+00              5.4871E+00
  2735.0           5.4876E+00              5.4876E+00
  2736.0           5.4881E+00              5.4881E+00
  2737.0           5.4886E+00              5.4886E+00
  2738.0           5.4892E+00              5.4892E+00
  2739.0           5.4897E+00              5.4897E+00
  2740.0           5.4902E+00              5.4902E+00
  2741.0           5.4908E+00              5.4908E+00
  2742.0           5.4913E+00              5.4913E+00
  2743.0           5.4918E+00              5.4918E+00
  2744.0           5.4923E+00              5.4923E+00
  2745.0           5.4929E+00              5.4929E+00
  2746.0           5.4934E+00              5.4934E+00
  2747.0           5.4939E+00              5.4939E+00
  2748.0           5.4945E+00              5.4944E+00
  2749.0           5.4950E+00              5.4950E+00
  2750.0           5.4955E+00              5.4955E+00
  2751.0           5.4960E+00              5.4960E+00
  2752.0           5.4966E+00              5.4966E+00
  2753.0           5.4971E+00              5.4971E+00
  2754.0           5.4976E+00              5.4976E+00
  2755.0           5.4981E+00              5.4981E+00
  2756.0           5.4987E+00              5.4987E+00
  2757.0           5.4992E+00              5.4992E+00
  2758.0           5.4997E+00              5.4997E+00
  2759.0           5.5002E+00              5.5002E+00
  2760.0           5.5008E+00              5.5008E+00
  2761.0           5.5013E+00              5.5013E+00
  2762.0           5.5018E+00              5.5018E+00
  2763.0           5.5023E+00              5.5023E+00
  2764.0           5.5029E+00              5.5029E+00
  2765.0           5.5034E+00              5.5034E+00
  2766.0           5.5039E+00              5.5039E+00
  2767.0           5.5044E+00              5.5044E+00
  2768.0           5.5050E+00              5.5050E+00
  2769.0           5.5055E+00              5.5055E+00
  2770.0           5.5060E+00              5.5060E+00
  2771.0           5.5065E+00              5.5065E+00
  2772.0           5.5071E+00              5.5071E+00
  2773.0           5.5076E+00              5.5076E+00
  2774.0           5.5081E+00              5.5081E+00
  2775.0           5.5086E+00              5.5086E+00
  2776.0           5.5092E+00              5.5091E+00
  2777.0           5.5097E+00              5.5097E+00
  2778.0           5.5102E+00              5.5102E+00
  2779.0           5.5107E+00              5.5107E+00
  2780.0           5.5112E+00              5.5112E+00
  2781.0           5.5118E+00              5.5117E+00
  2782.0           5.5123E+00              5.5123E+00
  2783.0           5.5128E+00              5.5128E+00
  2784.0           5.5133E+00              5.5133E+00
  2785.0           5.5138E+00              5.5138E+00
  2786.0           5.5143E+00              5.5143E+00
  2787.0           5.5148E+00              5.5148E+00
  2788.0           5.5154E+00              5.5154E+00
  2789.0           5.5159E+00              5.5159E+00
  2790.0           5.5164E+00              5.5164E+00
  2791.0           5.5169E+00              5.5169E+00
  2792.0           5.5174E+00              5.5174E+00
  2793.0           5.5179E+00              5.5179E+00
  2794.0           5.5185E+00              5.5185E+00
  2795.0           5.5190E+00              5.5190E+00
  2796.0           5.5195E+00              5.5195E+00
  2797.0           5.5200E+00              5.5200E+00
  2798.0           5.5205E+00              5.5205E+00
  2799.0           5.5210E+00              5.5210E+00
  2800.0           5.5215E+00              5.5215E+00
  2801.0           5.5220E+00              5.5220E+00
  2802.0           5.5225E+00              5.5225E+00
  2803.0           5.5230E+00              5.5230E+00
  2804.0           5.5236E+00              5.5236E+00
  2805.0           5.5241E+00              5.5241E+00
  2806.0           5.5246E+00              5.5246E+00
  2807.0           5.5251E+00              5.5251E+00
  2808.0           5.5256E+00              5.5256E+00
  2809.0           5.5261E+00              5.5261E+00
  2810.0           5.5266E+00              5.5266E+00
  2811.0           5.5271E+00              5.5271E+00
  2812.0           5.5276E+00              5.5276E+00
  2813.0           5.5281E+00              5.5281E+00
  2814.0           5.5286E+00              5.5286E+00
  2815.0           5.5291E+00              5.5291E+00
  2816.0           5.5296E+00              5.5296E+00
  2817.0           5.5301E+00              5.5301E+00
  2818.0           5.5306E+00              5.5306E+00
  2819.0           5.5311E+00              5.5311E+00
  2820.0           5.5316E+00              5.5316E+00
  2821.0           5.5321E+00              5.5321E+00
  2822.0           5.5326E+00              5.5326E+00
  2823.0           5.5331E+00              5.5331E+00
  2824.0           5.5336E+00              5.5336E+00
  2825.0           5.5341E+00              5.5340E+00
  2826.0           5.5345E+00              5.5345E+00
  2827.0           5.5350E+00              5.5350E+00
  2828.0           5.5355E+00              5.5355E+00
  2829.0           5.5360E+00              5.5360E+00
  2830.0           5.5365E+00              5.5365E+00
  2831.0           5.5370E+00              5.5370E+00
  2832.0           5.5375E+00              5.5375E+00
  2833.0           5.5380E+00              5.5380E+00
  2834.0           5.5385E+00              5.5384E+00
  2835.0           5.5389E+00              5.5389E+00
  2836.0           5.5394E+00              5.5394E+00
  2837.0           5.5399E+00              5.5399E+00
  2838.0           5.5404E+00              5.5404E+00
  2839.0           5.5409E+00              5.5409E+00
  2840.0           5.5413E+00              5.5413E+00
  2841.0           5.5418E+00              5.5418E+00
  2842.0           5.5423E+00              5.5423E+00
  2843.0           5.5428E+00              5.5428E+00
  2844.0           5.5432E+00              5.5432E+00
  2845.0           5.5437E+00              5.5437E+00
  2846.0           5.5442E+00              5.5442E+00
  2847.0           5.5447E+00              5.5447E+00
  2848.0           5.5451E+00              5.5451E+00
  2849.0           5.5456E+00              5.5456E+00
  2850.0           5.5461E+00              5.5461E+00
  2851.0           5.5465E+00              5.5465E+00
  2852.0           5.5470E+00              5.5470E+00
  2853.0           5.5475E+00              5.5475E+00
  2854.0           5.5479E+00              5.5479E+00
  2855.0           5.5484E+00              5.5484E+00
  2856.0           5.5489E+00              5.5489E+00
  2857.0           5.5493E+00              5.5493E+00
  2858.0           5.5498E+00              5.5498E+00
  2859.0           5.5502E+00              5.5502E+00
  2860.0           5.5507E+00              5.5507E+00
  2861.0           5.5512E+00              5.5512E+00
  2862.0           5.5516E+00              5.5516E+00
  2863.0           5.5521E+00              5.5521E+00
  2864.0           5.5525E+00              5.5525E+00
  2865.0           5.5530E+00              5.5530E+00
  2866.0           5.5534E+00              5.5534E+00
  2867.0           5.5539E+00              5.5539E+00
  2868.0           5.5543E+00              5.5543E+00
  2869.0           5.5548E+00              5.5548E+00
  2870.0           5.5552E+00              5.5552E+00
  2871.0           5.5557E+00              5.5557E+00
  2872.0           5.5561E+00              5.5561E+00
  2873.0           5.5566E+00              5.5565E+00
  2874.0           5.5570E+00              5.5570E+00
  2875.0           5.5574E+00              5.5574E+00
  2876.0           5.5579E+00              5.5579E+00
  2877.0           5.5583E+00              5.5583E+00
  2878.0           5.5587E+00              5.5587E+00
  2879.0           5.5592E+00              5.5592E+00
  2880.0           5.5596E+00              5.5596E+00
  2881.0           5.5600E+00              5.5600E+00
  2882.0           5.5605E+00              5.5605E+00
  2883.0           5.5609E+00              5.5609E+00
  2884.0           5.5613E+00              5.5613E+00
  2885.0           5.5618E+00              5.5618E+00
  2886.0           5.5622E+00              5.5622E+00
  2887.0           5.5626E+00              5.5626E+00
  2888.0           5.5630E+00              5.5630E+00
  2889.0           5.5635E+00              5.5634E+00
  2890.0           5.5639E+00              5.5639E+00
  2891.0           5.5643E+00              5.5643E+00
