#ndep: 2897
#depth (km)   Vpv_arithmetic (km/s)   Vpv_geometric (km/s)
  2568.0           1.3481E+01              1.3480E+01
  2569.0           1.3482E+01              1.3482E+01
  2570.0           1.3483E+01              1.3483E+01
  2571.0           1.3484E+01              1.3484E+01
  2572.0           1.3486E+01              1.3486E+01
  2573.0           1.3487E+01              1.3487E+01
  2574.0           1.3488E+01              1.3488E+01
  2575.0           1.3489E+01              1.3489E+01
  2576.0           1.3491E+01              1.3491E+01
  2577.0           1.3492E+01              1.3492E+01
  2578.0           1.3493E+01              1.3493E+01
  2579.0           1.3494E+01              1.3494E+01
  2580.0           1.3496E+01              1.3496E+01
  2581.0           1.3497E+01              1.3497E+01
  2582.0           1.3498E+01              1.3498E+01
  2583.0           1.3500E+01              1.3499E+01
  2584.0           1.3501E+01              1.3501E+01
  2585.0           1.3502E+01              1.3502E+01
  2586.0           1.3503E+01              1.3503E+01
  2587.0           1.3505E+01              1.3504E+01
  2588.0           1.3506E+01              1.3506E+01
  2589.0           1.3507E+01              1.3507E+01
  2590.0           1.3508E+01              1.3508E+01
  2591.0           1.3510E+01              1.3510E+01
  2592.0           1.3511E+01              1.3511E+01
  2593.0           1.3512E+01              1.3512E+01
  2594.0           1.3513E+01              1.3513E+01
  2595.0           1.3515E+01              1.3515E+01
  2596.0           1.3516E+01              1.3516E+01
  2597.0           1.3517E+01              1.3517E+01
  2598.0           1.3519E+01              1.3518E+01
  2599.0           1.3520E+01              1.3520E+01
  2600.0           1.3521E+01              1.3521E+01
  2601.0           1.3522E+01              1.3522E+01
  2602.0           1.3524E+01              1.3524E+01
  2603.0           1.3525E+01              1.3525E+01
  2604.0           1.3526E+01              1.3526E+01
  2605.0           1.3527E+01              1.3527E+01
  2606.0           1.3529E+01              1.3529E+01
  2607.0           1.3530E+01              1.3530E+01
  2608.0           1.3531E+01              1.3531E+01
  2609.0           1.3533E+01              1.3532E+01
  2610.0           1.3534E+01              1.3534E+01
  2611.0           1.3535E+01              1.3535E+01
  2612.0           1.3536E+01              1.3536E+01
  2613.0           1.3538E+01              1.3538E+01
  2614.0           1.3539E+01              1.3539E+01
  2615.0           1.3540E+01              1.3540E+01
  2616.0           1.3541E+01              1.3541E+01
  2617.0           1.3543E+01              1.3543E+01
  2618.0           1.3544E+01              1.3544E+01
  2619.0           1.3545E+01              1.3545E+01
  2620.0           1.3547E+01              1.3546E+01
  2621.0           1.3548E+01              1.3548E+01
  2622.0           1.3549E+01              1.3549E+01
  2623.0           1.3550E+01              1.3550E+01
  2624.0           1.3552E+01              1.3551E+01
  2625.0           1.3553E+01              1.3553E+01
  2626.0           1.3554E+01              1.3554E+01
  2627.0           1.3555E+01              1.3555E+01
  2628.0           1.3557E+01              1.3556E+01
  2629.0           1.3558E+01              1.3558E+01
  2630.0           1.3559E+01              1.3559E+01
  2631.0           1.3560E+01              1.3560E+01
  2632.0           1.3562E+01              1.3562E+01
  2633.0           1.3563E+01              1.3563E+01
  2634.0           1.3564E+01              1.3564E+01
  2635.0           1.3565E+01              1.3565E+01
  2636.0           1.3567E+01              1.3566E+01
  2637.0           1.3568E+01              1.3568E+01
  2638.0           1.3569E+01              1.3569E+01
  2639.0           1.3570E+01              1.3570E+01
  2640.0           1.3572E+01              1.3571E+01
  2641.0           1.3573E+01              1.3573E+01
  2642.0           1.3574E+01              1.3574E+01
  2643.0           1.3575E+01              1.3575E+01
  2644.0           1.3577E+01              1.3576E+01
  2645.0           1.3578E+01              1.3578E+01
  2646.0           1.3579E+01              1.3579E+01
  2647.0           1.3580E+01              1.3580E+01
  2648.0           1.3581E+01              1.3581E+01
  2649.0           1.3583E+01              1.3583E+01
  2650.0           1.3584E+01              1.3584E+01
  2651.0           1.3585E+01              1.3585E+01
  2652.0           1.3586E+01              1.3586E+01
  2653.0           1.3588E+01              1.3588E+01
  2654.0           1.3589E+01              1.3589E+01
  2655.0           1.3590E+01              1.3590E+01
  2656.0           1.3591E+01              1.3591E+01
  2657.0           1.3593E+01              1.3592E+01
  2658.0           1.3594E+01              1.3594E+01
  2659.0           1.3595E+01              1.3595E+01
  2660.0           1.3596E+01              1.3596E+01
  2661.0           1.3597E+01              1.3597E+01
  2662.0           1.3599E+01              1.3598E+01
  2663.0           1.3600E+01              1.3600E+01
  2664.0           1.3601E+01              1.3601E+01
  2665.0           1.3602E+01              1.3602E+01
  2666.0           1.3603E+01              1.3603E+01
  2667.0           1.3605E+01              1.3604E+01
  2668.0           1.3606E+01              1.3606E+01
  2669.0           1.3607E+01              1.3607E+01
  2670.0           1.3608E+01              1.3608E+01
  2671.0           1.3609E+01              1.3609E+01
  2672.0           1.3610E+01              1.3610E+01
  2673.0           1.3612E+01              1.3612E+01
  2674.0           1.3613E+01              1.3613E+01
  2675.0           1.3614E+01              1.3614E+01
  2676.0           1.3615E+01              1.3615E+01
  2677.0           1.3616E+01              1.3616E+01
  2678.0           1.3618E+01              1.3617E+01
  2679.0           1.3619E+01              1.3619E+01
  2680.0           1.3620E+01              1.3620E+01
  2681.0           1.3621E+01              1.3621E+01
  2682.0           1.3622E+01              1.3622E+01
  2683.0           1.3623E+01              1.3623E+01
  2684.0           1.3624E+01              1.3624E+01
  2685.0           1.3626E+01              1.3626E+01
  2686.0           1.3627E+01              1.3627E+01
  2687.0           1.3628E+01              1.3628E+01
  2688.0           1.3629E+01              1.3629E+01
  2689.0           1.3630E+01              1.3630E+01
  2690.0           1.3631E+01              1.3631E+01
  2691.0           1.3632E+01              1.3632E+01
  2692.0           1.3634E+01              1.3633E+01
  2693.0           1.3635E+01              1.3635E+01
  2694.0           1.3636E+01              1.3636E+01
  2695.0           1.3637E+01              1.3637E+01
  2696.0           1.3638E+01              1.3638E+01
  2697.0           1.3639E+01              1.3639E+01
  2698.0           1.3640E+01              1.3640E+01
  2699.0           1.3641E+01              1.3641E+01
  2700.0           1.3643E+01              1.3642E+01
  2701.0           1.3644E+01              1.3643E+01
  2702.0           1.3645E+01              1.3645E+01
  2703.0           1.3646E+01              1.3646E+01
  2704.0           1.3647E+01              1.3647E+01
  2705.0           1.3648E+01              1.3648E+01
  2706.0           1.3649E+01              1.3649E+01
  2707.0           1.3650E+01              1.3650E+01
  2708.0           1.3651E+01              1.3651E+01
  2709.0           1.3652E+01              1.3652E+01
  2710.0           1.3653E+01              1.3653E+01
  2711.0           1.3654E+01              1.3654E+01
  2712.0           1.3655E+01              1.3655E+01
  2713.0           1.3656E+01              1.3656E+01
  2714.0           1.3658E+01              1.3657E+01
  2715.0           1.3659E+01              1.3658E+01
  2716.0           1.3660E+01              1.3659E+01
  2717.0           1.3661E+01              1.3660E+01
  2718.0           1.3662E+01              1.3661E+01
  2719.0           1.3663E+01              1.3663E+01
  2720.0           1.3664E+01              1.3664E+01
  2721.0           1.3665E+01              1.3665E+01
  2722.0           1.3666E+01              1.3666E+01
  2723.0           1.3667E+01              1.3667E+01
  2724.0           1.3668E+01              1.3668E+01
  2725.0           1.3669E+01              1.3669E+01
  2726.0           1.3670E+01              1.3670E+01
  2727.0           1.3671E+01              1.3670E+01
  2728.0           1.3672E+01              1.3671E+01
  2729.0           1.3673E+01              1.3672E+01
  2730.0           1.3674E+01              1.3673E+01
  2731.0           1.3675E+01              1.3674E+01
  2732.0           1.3675E+01              1.3675E+01
  2733.0           1.3676E+01              1.3676E+01
  2734.0           1.3677E+01              1.3677E+01
  2735.0           1.3678E+01              1.3678E+01
  2736.0           1.3679E+01              1.3679E+01
  2737.0           1.3680E+01              1.3680E+01
  2738.0           1.3681E+01              1.3681E+01
  2739.0           1.3682E+01              1.3682E+01
  2740.0           1.3683E+01              1.3683E+01
  2741.0           1.3684E+01              1.3684E+01
  2742.0           1.3685E+01              1.3685E+01
  2743.0           1.3686E+01              1.3685E+01
  2744.0           1.3686E+01              1.3686E+01
  2745.0           1.3687E+01              1.3687E+01
  2746.0           1.3688E+01              1.3688E+01
  2747.0           1.3689E+01              1.3689E+01
  2748.0           1.3690E+01              1.3690E+01
  2749.0           1.3691E+01              1.3691E+01
  2750.0           1.3692E+01              1.3691E+01
  2751.0           1.3693E+01              1.3692E+01
  2752.0           1.3693E+01              1.3693E+01
  2753.0           1.3694E+01              1.3694E+01
  2754.0           1.3695E+01              1.3695E+01
  2755.0           1.3696E+01              1.3696E+01
  2756.0           1.3697E+01              1.3696E+01
  2757.0           1.3697E+01              1.3697E+01
  2758.0           1.3698E+01              1.3698E+01
  2759.0           1.3699E+01              1.3699E+01
  2760.0           1.3700E+01              1.3700E+01
  2761.0           1.3701E+01              1.3700E+01
  2762.0           1.3701E+01              1.3701E+01
  2763.0           1.3702E+01              1.3702E+01
  2764.0           1.3703E+01              1.3703E+01
  2765.0           1.3704E+01              1.3703E+01
  2766.0           1.3704E+01              1.3704E+01
  2767.0           1.3705E+01              1.3705E+01
  2768.0           1.3706E+01              1.3706E+01
  2769.0           1.3706E+01              1.3706E+01
  2770.0           1.3707E+01              1.3707E+01
  2771.0           1.3708E+01              1.3708E+01
  2772.0           1.3709E+01              1.3708E+01
  2773.0           1.3709E+01              1.3709E+01
  2774.0           1.3710E+01              1.3710E+01
  2775.0           1.3711E+01              1.3710E+01
  2776.0           1.3711E+01              1.3711E+01
  2777.0           1.3712E+01              1.3712E+01
  2778.0           1.3713E+01              1.3712E+01
  2779.0           1.3713E+01              1.3713E+01
  2780.0           1.3714E+01              1.3714E+01
  2781.0           1.3714E+01              1.3714E+01
  2782.0           1.3715E+01              1.3715E+01
  2783.0           1.3716E+01              1.3715E+01
  2784.0           1.3716E+01              1.3716E+01
  2785.0           1.3717E+01              1.3717E+01
  2786.0           1.3717E+01              1.3717E+01
  2787.0           1.3718E+01              1.3718E+01
  2788.0           1.3719E+01              1.3718E+01
  2789.0           1.3719E+01              1.3719E+01
  2790.0           1.3720E+01              1.3719E+01
  2791.0           1.3720E+01              1.3720E+01
  2792.0           1.3721E+01              1.3720E+01
  2793.0           1.3721E+01              1.3721E+01
  2794.0           1.3722E+01              1.3721E+01
  2795.0           1.3722E+01              1.3722E+01
  2796.0           1.3723E+01              1.3722E+01
  2797.0           1.3723E+01              1.3723E+01
  2798.0           1.3724E+01              1.3723E+01
  2799.0           1.3724E+01              1.3724E+01
  2800.0           1.3725E+01              1.3724E+01
  2801.0           1.3725E+01              1.3725E+01
  2802.0           1.3725E+01              1.3725E+01
  2803.0           1.3726E+01              1.3726E+01
  2804.0           1.3726E+01              1.3726E+01
  2805.0           1.3727E+01              1.3726E+01
  2806.0           1.3727E+01              1.3727E+01
  2807.0           1.3727E+01              1.3727E+01
  2808.0           1.3728E+01              1.3728E+01
  2809.0           1.3728E+01              1.3728E+01
  2810.0           1.3729E+01              1.3728E+01
  2811.0           1.3729E+01              1.3729E+01
  2812.0           1.3729E+01              1.3729E+01
  2813.0           1.3730E+01              1.3729E+01
  2814.0           1.3730E+01              1.3730E+01
  2815.0           1.3730E+01              1.3730E+01
  2816.0           1.3730E+01              1.3730E+01
  2817.0           1.3731E+01              1.3731E+01
  2818.0           1.3731E+01              1.3731E+01
  2819.0           1.3731E+01              1.3731E+01
  2820.0           1.3732E+01              1.3731E+01
  2821.0           1.3732E+01              1.3732E+01
  2822.0           1.3732E+01              1.3732E+01
  2823.0           1.3732E+01              1.3732E+01
  2824.0           1.3732E+01              1.3732E+01
  2825.0           1.3733E+01              1.3732E+01
  2826.0           1.3733E+01              1.3733E+01
  2827.0           1.3733E+01              1.3733E+01
  2828.0           1.3733E+01              1.3733E+01
  2829.0           1.3733E+01              1.3733E+01
  2830.0           1.3734E+01              1.3733E+01
  2831.0           1.3734E+01              1.3733E+01
  2832.0           1.3734E+01              1.3734E+01
  2833.0           1.3734E+01              1.3734E+01
  2834.0           1.3734E+01              1.3734E+01
  2835.0           1.3734E+01              1.3734E+01
  2836.0           1.3734E+01              1.3734E+01
  2837.0           1.3734E+01              1.3734E+01
  2838.0           1.3734E+01              1.3734E+01
  2839.0           1.3734E+01              1.3734E+01
  2840.0           1.3734E+01              1.3734E+01
  2841.0           1.3734E+01              1.3734E+01
  2842.0           1.3734E+01              1.3734E+01
  2843.0           1.3734E+01              1.3734E+01
  2844.0           1.3734E+01              1.3734E+01
  2845.0           1.3734E+01              1.3734E+01
  2846.0           1.3734E+01              1.3734E+01
  2847.0           1.3734E+01              1.3734E+01
  2848.0           1.3734E+01              1.3734E+01
  2849.0           1.3734E+01              1.3734E+01
  2850.0           1.3734E+01              1.3734E+01
  2851.0           1.3734E+01              1.3734E+01
  2852.0           1.3734E+01              1.3734E+01
  2853.0           1.3734E+01              1.3734E+01
  2854.0           1.3734E+01              1.3734E+01
  2855.0           1.3734E+01              1.3733E+01
  2856.0           1.3733E+01              1.3733E+01
  2857.0           1.3733E+01              1.3733E+01
  2858.0           1.3733E+01              1.3733E+01
  2859.0           1.3733E+01              1.3733E+01
  2860.0           1.3733E+01              1.3732E+01
  2861.0           1.3732E+01              1.3732E+01
  2862.0           1.3732E+01              1.3732E+01
  2863.0           1.3732E+01              1.3732E+01
  2864.0           1.3732E+01              1.3732E+01
  2865.0           1.3731E+01              1.3731E+01
  2866.0           1.3731E+01              1.3731E+01
  2867.0           1.3731E+01              1.3731E+01
  2868.0           1.3731E+01              1.3730E+01
  2869.0           1.3730E+01              1.3730E+01
  2870.0           1.3730E+01              1.3730E+01
  2871.0           1.3730E+01              1.3729E+01
  2872.0           1.3729E+01              1.3729E+01
  2873.0           1.3729E+01              1.3729E+01
  2874.0           1.3728E+01              1.3728E+01
  2875.0           1.3728E+01              1.3728E+01
  2876.0           1.3728E+01              1.3727E+01
  2877.0           1.3727E+01              1.3727E+01
  2878.0           1.3727E+01              1.3727E+01
  2879.0           1.3726E+01              1.3726E+01
  2880.0           1.3726E+01              1.3726E+01
  2881.0           1.3725E+01              1.3725E+01
  2882.0           1.3725E+01              1.3725E+01
  2883.0           1.3724E+01              1.3724E+01
  2884.0           1.3724E+01              1.3724E+01
  2885.0           1.3723E+01              1.3723E+01
  2886.0           1.3723E+01              1.3723E+01
  2887.0           1.3722E+01              1.3722E+01
  2888.0           1.3722E+01              1.3721E+01
  2889.0           1.3721E+01              1.3721E+01
  2890.0           1.3720E+01              1.3720E+01
  2891.0           1.3720E+01              1.3720E+01
